,0,1,2,3,4
0,0.0,5.0,0.0,0.0,0.0
1,0.1,5.0,0.0,0.0,0.0
2,0.2,5.0,0.80078125,0.3857421875,0.0
3,0.30000000000000004,5.0,2.685546875,1.19140625,0.0
4,0.4,5.0,4.306640625,2.0458984375,0.0
5,0.5,5.0,6.1328125,3.583984375,0.0
6,0.6000000000000001,5.0,6.3623046875,3.8427734375,0.0
7,0.7000000000000001,5.0,6.3623046875,3.8427734375,0.0
8,0.8,5.0,6.3623046875,3.8427734375,0.0
9,0.9,5.0,6.5087890625,4.0283203125,0.0
10,1.0,5.0,6.611328125,4.16015625,0.0
11,1.1,5.0,6.689453125,4.2626953125,0.0
12,1.2000000000000002,5.0,6.748046875,4.3408203125,0.0
13,1.3,5.0,6.7919921875,4.39453125,0.0
14,1.4000000000000001,5.0,6.8359375,4.443359375,0.0
15,1.5,5.0,6.8603515625,4.482421875,0.0
16,1.6,5.0,6.8896484375,4.51171875,0.0
17,1.7000000000000002,5.0,6.904296875,4.53125,0.0
18,1.8,5.0,6.923828125,4.55078125,0.0
19,1.9000000000000001,5.0,6.9384765625,4.5654296875,0.0
20,2.0,5.0,6.9482421875,4.580078125,0.0
21,2.1,5.0,6.9580078125,4.58984375,0.0
22,2.2,5.0,6.9677734375,4.6044921875,0.0
23,2.3000000000000003,5.0,6.9775390625,4.609375,0.0
24,2.4000000000000004,5.0,6.9873046875,4.6142578125,0.0
25,2.5,5.0,6.9921875,4.6240234375,0.0
26,2.6,5.0,6.9970703125,4.6337890625,0.0
27,2.7,5.0,7.001953125,4.638671875,0.0
28,2.8000000000000003,5.0,7.0068359375,4.638671875,0.0
29,2.9000000000000004,5.0,7.01171875,4.6435546875,0.0
30,3.0,5.0,7.01171875,4.6484375,0.0
31,3.1,5.0,7.0166015625,4.6484375,0.0
32,3.2,5.0,7.0166015625,4.6533203125,0.0
33,3.3000000000000003,5.0,7.021484375,4.658203125,0.0
34,3.4000000000000004,5.0,7.0263671875,4.658203125,0.0
35,3.5,5.0,7.0263671875,4.6630859375,0.0
36,3.6,5.0,7.0263671875,4.6630859375,0.0
37,3.7,5.0,7.03125,4.66796875,0.0
38,3.8000000000000003,5.0,7.03125,4.6728515625,0.0
39,3.9000000000000004,5.0,7.03125,4.6728515625,0.0
40,4.0,5.0,7.03125,4.6728515625,0.0
41,4.1000000000000005,5.0,7.03125,4.6728515625,0.0
42,4.2,5.0,7.0361328125,4.677734375,0.0
43,4.3,5.0,7.0361328125,4.677734375,0.0
44,4.4,5.0,7.0361328125,4.677734375,0.0
45,4.5,5.0,7.03125,4.677734375,0.0
46,4.6000000000000005,5.0,7.03125,4.677734375,0.0
47,4.7,5.0,7.03125,4.677734375,0.0
48,4.800000000000001,5.0,7.03125,4.677734375,0.0
49,4.9,5.0,7.03125,4.677734375,0.0
50,5.0,5.0,7.03125,4.677734375,0.0
51,5.1000000000000005,5.0,7.03125,4.677734375,0.0
52,5.2,5.0,7.03125,4.677734375,0.0
53,5.300000000000001,5.0,7.03125,4.677734375,0.0
54,5.4,5.0,7.03125,4.677734375,0.0
55,5.5,5.0,7.03125,4.677734375,0.0
56,5.6000000000000005,5.0,7.03125,4.677734375,0.0
57,5.7,5.0,7.03125,4.677734375,0.0
58,5.800000000000001,5.0,7.03125,4.677734375,0.0
59,5.9,5.0,7.03125,4.677734375,0.0
60,6.0,5.0,7.03125,4.677734375,0.0
61,6.1000000000000005,5.0,7.0263671875,4.677734375,0.0
62,6.2,5.0,7.0263671875,4.6728515625,0.0
63,6.300000000000001,5.0,7.0263671875,4.6728515625,0.0
64,6.4,5.0,7.0263671875,4.6728515625,0.0
65,6.5,5.0,7.0263671875,4.677734375,0.0
66,6.6000000000000005,5.0,7.0263671875,4.677734375,0.0
67,6.7,5.0,7.0263671875,4.6728515625,0.0
68,6.800000000000001,5.0,7.0263671875,4.6728515625,0.0
69,6.9,5.0,7.021484375,4.6728515625,0.0
70,7.0,5.0,7.021484375,4.6728515625,0.0
71,7.1000000000000005,5.0,7.021484375,4.6728515625,0.0
72,7.2,5.0,7.021484375,4.6728515625,0.0
73,7.300000000000001,5.0,7.021484375,4.6728515625,0.0
74,7.4,5.0,7.021484375,4.6728515625,0.0
75,7.5,5.0,7.021484375,4.6728515625,0.0
76,7.6000000000000005,5.0,7.0166015625,4.66796875,0.0
77,7.7,5.0,7.0166015625,4.66796875,0.0
78,7.800000000000001,5.0,7.0166015625,4.66796875,0.0
79,7.9,5.0,7.0166015625,4.66796875,0.0
80,8.0,5.0,7.0166015625,4.6728515625,0.0
81,8.1,5.0,7.0166015625,4.6826171875,0.0
82,8.200000000000001,5.0,7.0166015625,4.6826171875,0.0
83,8.3,5.0,7.0166015625,4.6826171875,0.0
84,8.4,5.0,7.0166015625,4.677734375,0.0
85,8.5,5.0,7.0166015625,4.6826171875,0.0
86,8.6,5.0,7.0166015625,4.66796875,0.0
87,8.700000000000001,5.0,7.01171875,4.66796875,0.0
88,8.8,5.0,7.0166015625,4.66796875,0.0
89,8.9,5.0,7.01171875,4.66796875,0.0
90,9.0,5.0,7.01171875,4.66796875,0.0
91,9.1,5.0,7.01171875,4.66796875,0.0
92,9.200000000000001,5.0,7.01171875,4.66796875,0.0
93,9.3,5.0,7.01171875,4.66796875,0.0
94,9.4,5.0,7.01171875,4.6728515625,0.0
95,9.5,5.0,7.01171875,4.66796875,0.0
96,9.600000000000001,5.0,7.01171875,4.6728515625,0.0
97,9.700000000000001,5.0,7.0068359375,4.6728515625,0.0
98,9.8,5.0,7.01171875,4.66796875,0.0
99,9.9,5.0,7.0068359375,4.66796875,0.0
100,10.0,5.7,7.0068359375,4.6630859375,0.0
101,10.100000000000001,5.7,7.0068359375,4.6630859375,0.0
102,10.200000000000001,5.7,7.0361328125,4.74609375,0.0
103,10.3,5.7,7.099609375,4.7509765625,0.0
104,10.4,5.7,7.1875,4.775390625,0.0
105,10.5,5.7,7.421875,4.9072265625,0.0
106,10.600000000000001,5.7,7.421875,4.9072265625,0.0
107,10.700000000000001,5.7,7.421875,4.9072265625,0.0
108,10.8,5.7,7.4853515625,4.951171875,0.0
109,10.9,5.7,7.5390625,4.990234375,0.0
110,11.0,5.7,7.5927734375,5.029296875,0.0
111,11.100000000000001,5.7,7.63671875,5.0634765625,0.0
112,11.200000000000001,5.7,7.6806640625,5.0927734375,0.0
113,11.3,5.7,7.71484375,5.1220703125,0.0
114,11.4,5.7,7.744140625,5.146484375,0.0
115,11.5,5.7,7.7685546875,5.166015625,0.0
116,11.600000000000001,5.7,7.79296875,5.1904296875,0.0
117,11.700000000000001,5.7,7.8173828125,5.205078125,0.0
118,11.8,5.7,7.83203125,5.2197265625,0.0
119,11.9,5.7,7.8515625,5.234375,0.0
120,12.0,5.7,7.8662109375,5.2490234375,0.0
121,12.100000000000001,5.7,7.880859375,5.2587890625,0.0
122,12.200000000000001,5.7,7.8955078125,5.2734375,0.0
123,12.3,5.7,7.9052734375,5.283203125,0.0
124,12.4,5.7,7.9150390625,5.29296875,0.0
125,12.5,5.7,7.9248046875,5.302734375,0.0
126,12.600000000000001,5.7,7.9345703125,5.3076171875,0.0
127,12.700000000000001,5.7,7.9443359375,5.3125,0.0
128,12.8,5.7,7.94921875,5.3173828125,0.0
129,12.9,5.7,7.958984375,5.322265625,0.0
130,13.0,5.7,7.9638671875,5.3271484375,0.0
131,13.100000000000001,5.7,7.96875,5.33203125,0.0
132,13.200000000000001,5.7,7.9736328125,5.3369140625,0.0
133,13.3,5.7,7.978515625,5.341796875,0.0
134,13.4,5.7,7.9833984375,5.3466796875,0.0
135,13.5,5.7,7.9833984375,5.3466796875,0.0
136,13.600000000000001,5.7,7.98828125,5.3515625,0.0
137,13.700000000000001,5.7,7.9931640625,5.3515625,0.0
138,13.8,5.7,7.9931640625,5.3564453125,0.0
139,13.9,5.7,7.9931640625,5.3564453125,0.0
140,14.0,5.7,7.998046875,5.3564453125,0.0
141,14.100000000000001,5.7,7.998046875,5.361328125,0.0
142,14.200000000000001,5.7,8.0029296875,5.361328125,0.0
143,14.3,5.7,8.0029296875,5.3662109375,0.0
144,14.4,5.7,8.0029296875,5.3662109375,0.0
145,14.5,5.7,8.0078125,5.361328125,0.0
146,14.600000000000001,5.7,8.0078125,5.3662109375,0.0
147,14.700000000000001,5.7,8.0029296875,5.3662109375,0.0
148,14.8,5.7,8.0078125,5.3662109375,0.0
149,14.9,5.7,8.0078125,5.3662109375,0.0
150,15.0,5.7,8.0078125,5.37109375,0.0
151,15.100000000000001,5.7,8.0078125,5.37109375,0.0
152,15.200000000000001,5.7,8.0078125,5.37109375,0.0
153,15.3,5.7,8.0126953125,5.37109375,0.0
154,15.4,5.7,8.0126953125,5.37109375,0.0
155,15.5,5.7,8.0126953125,5.37109375,0.0
156,15.600000000000001,5.7,8.0126953125,5.37109375,0.0
157,15.700000000000001,5.7,8.0126953125,5.37109375,0.0
158,15.8,5.7,8.017578125,5.37109375,0.0
159,15.9,5.7,8.0126953125,5.37109375,0.0
160,16.0,5.7,8.0126953125,5.3759765625,0.0
161,16.1,5.7,8.017578125,5.37109375,0.0
162,16.2,5.7,8.0126953125,5.37109375,0.0
163,16.3,5.7,8.017578125,5.37109375,0.0
164,16.400000000000002,5.7,8.017578125,5.37109375,0.0
165,16.5,5.7,8.0126953125,5.37109375,0.0
166,16.6,5.7,8.0126953125,5.37109375,0.0
167,16.7,5.7,8.0126953125,5.37109375,0.0
168,16.8,5.7,8.0126953125,5.37109375,0.0
169,16.900000000000002,5.7,8.0126953125,5.37109375,0.0
170,17.0,5.7,8.0126953125,5.37109375,0.0
171,17.1,5.7,8.0126953125,5.37109375,0.0
172,17.2,5.7,8.0126953125,5.37109375,0.0
173,17.3,5.7,8.0126953125,5.37109375,0.0
174,17.400000000000002,5.7,8.0126953125,5.37109375,0.0
175,17.5,5.7,8.0126953125,5.37109375,0.0
176,17.6,5.7,8.0126953125,5.37109375,0.0
177,17.7,5.7,8.0126953125,5.37109375,0.0
178,17.8,5.7,8.0078125,5.37109375,0.0
179,17.900000000000002,5.7,8.0078125,5.37109375,0.0
180,18.0,5.7,8.0078125,5.37109375,0.0
181,18.1,5.7,8.0078125,5.37109375,0.0
182,18.2,5.7,8.0078125,5.3662109375,0.0
183,18.3,5.7,8.0078125,5.3662109375,0.0
184,18.400000000000002,5.7,8.0078125,5.3662109375,0.0
185,18.5,5.7,8.0078125,5.3662109375,0.0
186,18.6,5.7,8.0029296875,5.3662109375,0.0
187,18.7,5.7,8.0029296875,5.3662109375,0.0
188,18.8,5.7,8.0029296875,5.3662109375,0.0
189,18.900000000000002,5.7,8.0029296875,5.3662109375,0.0
190,19.0,5.7,8.0029296875,5.3662109375,0.0
191,19.1,5.7,7.998046875,5.361328125,0.0
192,19.200000000000003,5.7,8.0029296875,5.361328125,0.0
193,19.3,5.7,7.998046875,5.361328125,0.0
194,19.400000000000002,5.7,7.998046875,5.3662109375,0.0
195,19.5,5.7,7.998046875,5.3662109375,0.0
196,19.6,5.7,7.998046875,5.361328125,0.0
197,19.700000000000003,5.7,7.9931640625,5.361328125,0.0
198,19.8,5.7,7.998046875,5.361328125,0.0
199,19.900000000000002,5.7,7.998046875,5.361328125,0.0
200,20.0,5.7,7.998046875,5.361328125,0.0
201,20.1,5.7,7.998046875,5.361328125,0.0
202,20.200000000000003,5.7,7.998046875,5.361328125,0.0
203,20.3,5.7,7.998046875,5.361328125,0.0
204,20.400000000000002,5.7,7.9931640625,5.361328125,0.0
205,20.5,5.7,7.9931640625,5.361328125,0.0
206,20.6,5.7,7.998046875,5.361328125,0.0
207,20.700000000000003,5.7,7.9931640625,5.361328125,0.0
208,20.8,5.7,7.9931640625,5.361328125,0.0
209,20.900000000000002,5.7,7.998046875,5.3564453125,0.0
210,21.0,5.7,7.9931640625,5.3564453125,0.0
211,21.1,5.7,7.9931640625,5.3564453125,0.0
212,21.200000000000003,5.7,7.9931640625,5.3564453125,0.0
213,21.3,5.7,7.9931640625,5.3564453125,0.0
214,21.400000000000002,5.7,7.9931640625,5.3564453125,0.0
215,21.5,5.7,7.9931640625,5.3564453125,0.0
216,21.6,5.7,7.9931640625,5.3564453125,0.0
217,21.700000000000003,5.7,7.9931640625,5.3564453125,0.0
218,21.8,5.7,7.9931640625,5.3564453125,0.0
219,21.900000000000002,5.7,7.9931640625,5.3564453125,0.0
220,22.0,5.7,7.9931640625,5.3564453125,0.0
221,22.1,5.7,7.9931640625,5.3564453125,0.0
222,22.200000000000003,5.7,7.9931640625,5.3564453125,0.0
223,22.3,5.7,7.9931640625,5.3564453125,0.0
224,22.400000000000002,5.7,7.9931640625,5.3564453125,0.0
225,22.5,5.7,7.9931640625,5.3564453125,0.0
226,22.6,5.7,7.9931640625,5.3564453125,0.0
227,22.700000000000003,5.7,7.98828125,5.3564453125,0.0
228,22.8,5.7,7.98828125,5.3564453125,0.0
229,22.900000000000002,5.7,7.98828125,5.3564453125,0.0
230,23.0,5.7,7.98828125,5.3564453125,0.0
231,23.1,5.7,7.98828125,5.3564453125,0.0
232,23.200000000000003,5.7,7.98828125,5.3564453125,0.0
233,23.3,5.7,7.98828125,5.3564453125,0.0
234,23.400000000000002,5.7,7.98828125,5.3564453125,0.0
235,23.5,5.7,7.9931640625,5.3564453125,0.0
236,23.6,5.7,7.9931640625,5.3564453125,0.0
237,23.700000000000003,5.7,7.9931640625,5.3564453125,0.0
238,23.8,5.7,7.9931640625,5.3564453125,0.0
239,23.900000000000002,5.7,7.9931640625,5.3564453125,0.0
240,24.0,5.7,7.998046875,5.3564453125,0.0
241,24.1,5.7,7.998046875,5.3564453125,0.0
242,24.200000000000003,5.7,7.998046875,5.3564453125,0.0
243,24.3,5.7,7.998046875,5.361328125,0.0
244,24.400000000000002,5.7,8.0029296875,5.361328125,0.0
245,24.5,5.7,8.0029296875,5.361328125,0.0
246,24.6,5.7,8.0029296875,5.361328125,0.0
247,24.700000000000003,5.7,8.0029296875,5.361328125,0.0
248,24.8,5.7,8.0029296875,5.361328125,0.0
249,24.900000000000002,5.7,8.0078125,5.3662109375,0.0
250,25.0,5.7,8.0078125,5.361328125,0.0
251,25.1,5.7,8.0078125,5.3662109375,0.0
252,25.200000000000003,5.7,8.0078125,5.3662109375,0.0
253,25.3,5.7,8.0078125,5.3662109375,0.0
254,25.400000000000002,5.7,8.0126953125,5.3662109375,0.0
255,25.5,5.7,8.0126953125,5.3662109375,0.0
256,25.6,5.7,8.0126953125,5.37109375,0.0
257,25.700000000000003,5.7,8.0126953125,5.37109375,0.0
258,25.8,5.7,8.017578125,5.37109375,0.0
259,25.900000000000002,5.7,8.017578125,5.37109375,0.0
260,26.0,5.7,8.017578125,5.37109375,0.0
261,26.1,5.7,8.0126953125,5.37109375,0.0
262,26.200000000000003,5.7,8.017578125,5.37109375,0.0
263,26.3,5.7,8.0126953125,5.37109375,0.0
264,26.400000000000002,5.7,8.0126953125,5.37109375,0.0
265,26.5,5.7,8.017578125,5.37109375,0.0
266,26.6,5.7,8.0126953125,5.37109375,0.0
267,26.700000000000003,5.7,8.017578125,5.37109375,0.0
268,26.8,5.7,8.017578125,5.37109375,0.0
269,26.900000000000002,5.7,8.0224609375,5.37109375,0.0
270,27.0,5.7,8.017578125,5.3759765625,0.0
271,27.1,5.7,8.0224609375,5.3759765625,0.0
272,27.200000000000003,5.7,8.0224609375,5.3759765625,0.0
273,27.3,5.7,8.0224609375,5.380859375,0.0
274,27.400000000000002,5.7,8.0224609375,5.3759765625,0.0
275,27.5,5.7,8.0224609375,5.3759765625,0.0
276,27.6,5.7,8.0224609375,5.380859375,0.0
277,27.700000000000003,5.7,8.0224609375,5.3759765625,0.0
278,27.8,5.7,8.017578125,5.3759765625,0.0
279,27.900000000000002,5.7,8.0224609375,5.3759765625,0.0
280,28.0,5.7,8.0224609375,5.3759765625,0.0
281,28.1,5.7,8.0224609375,5.380859375,0.0
282,28.200000000000003,5.7,8.017578125,5.3759765625,0.0
283,28.3,5.7,8.0224609375,5.380859375,0.0
284,28.400000000000002,5.7,8.0224609375,5.3759765625,0.0
285,28.5,5.7,8.017578125,5.3759765625,0.0
286,28.6,5.7,8.017578125,5.3759765625,0.0
287,28.700000000000003,5.7,8.017578125,5.3759765625,0.0
288,28.8,5.7,8.017578125,5.3759765625,0.0
289,28.900000000000002,5.7,8.017578125,5.3759765625,0.0
290,29.0,5.7,8.017578125,5.3759765625,0.0
291,29.1,5.7,8.017578125,5.3759765625,0.0
292,29.200000000000003,5.7,8.0126953125,5.3759765625,0.0
293,29.3,5.7,8.0126953125,5.3759765625,0.0
294,29.400000000000002,5.7,8.0126953125,5.3759765625,0.0
295,29.5,5.7,8.0126953125,5.3759765625,0.0
296,29.6,5.7,8.0126953125,5.37109375,0.0
297,29.700000000000003,5.7,8.0078125,5.37109375,0.0
298,29.8,5.7,8.0078125,5.37109375,0.0
299,29.900000000000002,5.7,8.0126953125,5.37109375,0.0
300,30.0,5.7,8.0078125,5.37109375,0.0
